id,Titel,Voornaam,Patroniem en tussenvoegsel,Achternaam,geslacht,Geportretteerd op,Geportretteerd op genormaliseerd,regent / kerkmeester,regent / kerkmeester genormaliseerd,lid/officier schutterij (vaandrigs vanaf 1650),lid/officier schutterij (vaandrigs vanaf 1650) genormaliseerd,functie in stadsregering,functie in stadsregering genormaliseerd,Elias,Dudok van Heel,Doop/geboren,Doop/geboren genormaliseerd,Doop/geboren te,DTB dopen,Begraven/overleden,Begraven/overleden genormaliseerd,Begraven/overleden te,DTB begraven,Getrouwd met,Getrouwd met genormaliseerd,Ondertrouw (+ leeftijd),Ondertrouw (+ leeftijd) genormaliseerd,DTB ondertrouw,Adres,Denominatie,Beroep,kohier 1585,kohier 1631,kohier 1674,Kohier 1742,Archief Hart,Associatie,Opmerkingen,Wikidata
3405,,Balthasar,,Ortt,M,,,,,,,1787 R.,R. 1787-01-01|1787-12-31/1787-01-01|1787-12-31,"433 - dl. 2, p. 997 ",,13 februari 1757-7 april 1824,1757-02-13,,,,1824-04-07,,,,,,,,,,,,,,,,,,Q57151750
3406,Mr.,Johan,,Ortt,M,,,1719-25 km. E.K.?,km. E.K. 1719-01-01|1719-12-31/1725-01-01|1725-12-31,,,1732 Sch.,Sch. 1732-01-01|1732-12-31/1732-01-01|1732-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
3407,Mr.,Johan,,Ortt,M,,,1744-48 km. No.K.,km. No.K. 1744-01-01|1744-12-31/1748-01-01|1748-12-31,,,1748 C.,C. 1748-01-01|1748-12-31/1748-01-01|1748-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
3408,,Frederik,d',Orville,M,,,,,1701 - vaand. W. XV 1701-06,vaand. W. XV 1701-01-01|1701-12-31/1706-01-01|1706-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3409,,Gilles,d',Orville,M,,,,,"1685 - vaand. W. X 1685-1701, luit. W. XVI 1701-04",vaand. W. X 1685-01-01|1685-12-31/1701-01-01|1701-12-31; luit. W. XVI 1701-01-01|1701-12-31/1704-01-01|1704-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3410,,Johan Frederik,d',Orville,M,,,1757-68 km. E.K.,km. E.K. 1757-01-01|1757-12-31/1768-01-01|1768-12-31,,,1768 Sch.; 1769 C.; 1778-95 R.,Sch. 1768-01-01|1768-12-31/1768-01-01|1768-12-31; C. 1769-01-01|1769-12-31/1769-01-01|1769-12-31; R. 1778-01-01|1778-12-31/1795-01-01|1795-12-31,"411 - dl. 2, p. 959 ",,9 mei 1732-25 maart 1809,1732-05-09,,,,1809-03-25,,,,,,,,,,,,,,,,,,Q57151752
3411,,Philip,d',Orville,M,,,,,"1671 - luit. W. III 1671-75, luit. W. LI 1681, luit. W. XXIII 1681-84, luit. W. LI 1684-88",luit. W. III 1671-01-01|1671-12-31/1675-01-01|1675-12-31; luit. W. LI 1681-01-01|1681-12-31/1681-01-01|1681-12-31; luit. W. XXIII 1681-01-01|1681-12-31/1684-01-01|1684-12-31; luit. W. LI 1684-01-01|1684-12-31/1688-01-01|1688-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3412,,Pieter,d',Orville,M,,,,,"1673 - vaand. W. IV 1673-81, vaand. W. III 1683-84, vaand. W. IV 1684-85",vaand. W. IV 1673-01-01|1673-12-31/1681-01-01|1681-12-31; vaand. W. III 1683-01-01|1683-12-31/1684-01-01|1684-12-31; vaand. W. IV 1684-01-01|1684-12-31/1685-01-01|1685-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3413,,David,van,Ostrum,M,,,,,1754 - luit. W. XLIV 1754-68,luit. W. XLIV 1754-01-01|1754-12-31/1768-01-01|1768-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3414,,Arent,,Oterlyk,M,,,,,1748 - luit. W. XLII 1748-58,luit. W. XLII 1748-01-01|1748-12-31/1758-01-01|1758-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3415,,Abraham ,van ,Otte,M,,,,,1696 - vaand. W. XXXIX 1696-1700,vaand. W. XXXIX 1696-01-01|1696-12-31/1700-01-01|1700-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3416,,Josua,,Ottens,M,,,,,1748 - luit. W. VIII 1748-66,luit. W. VIII 1748-01-01|1748-12-31/1766-01-01|1766-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3417,,Reynier,,Ottens,M,,,,,1733 - vaand. W. XXIII 1733-39x,vaand. W. XXIII 1733-01-01|1733-12-31/1739-01-01|1739-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3418,,Reinier ,,Ottens Josuasz,M,,,,,1748 - vaand. W. XXV 1748-52,vaand. W. XXV 1748-01-01|1748-12-31/1752-01-01|1752-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3419,,Harmen,,Ottensz,M,,,1546 - NZHh 1546,NZHh 1546-01-01|1546-12-31/1546-01-01|1546-12-31,,,1545 Sch.; 1552 R.,Sch. 1545-01-01|1545-12-31/1545-01-01|1545-12-31; R. 1552-01-01|1552-12-31/1552-01-01|1552-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
3420,,Floris,Dircksz,Otter,M,,,"1566 - NZHh 1566, 1568",NZHh 1566-01-01|1566-12-31/1566-01-01|1566-12-31; NZHh 1568-01-01|1568-12-31/1568-01-01|1568-12-31,,,1562 Sch.,Sch. 1562-01-01|1562-12-31/1562-01-01|1562-12-31,,"1985, I. nr. 14",1530,1530-01-01/1530-12-31,,,1590,1590-01-01/1590-12-31,,,,,,,,,,,,,,,,,,
3421,,Frans,Dircksz,Otter,M,,,1574 - Gh 1574,Gh 1574-01-01|1574-12-31/1574-01-01|1574-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3422,,Dirck,Hillebrantsz,Otter,M,,,1528 - NZHh 1528-1539,NZHh 1528-01-01|1528-12-31/1539-01-01|1539-12-31,,,"1535 Sch.; 1547 R.; 1545, 47, 51, 56, 59, 61, 66, 74 B.",Sch. 1535-01-01|1535-12-31/1535-01-01|1535-12-31; R. 1547-01-01|1547-12-31/1547-01-01|1547-12-31; B. 1545-01-01|1545-12-31/1545-01-01|1545-12-31; B. 1547-01-01|1547-12-31/1547-01-01|1547-12-31; B. 1551-01-01|1551-12-31/1551-01-01|1551-12-31; B. 1556-01-01|1556-12-31/1556-01-01|1556-12-31; B. 1559-01-01|1559-12-31/1559-01-01|1559-12-31; B. 1561-01-01|1561-12-31/1561-01-01|1561-12-31; B. 1566-01-01|1566-12-31/1566-01-01|1566-12-31; B. 1574-01-01|1574-12-31/1574-01-01|1574-12-31,"dl. 1, p. 118",,1493,1493-01-01/1493-12-31,,,1580,1580-01-01/1580-12-31,,,,,,,,,,,,,,,,,,
3423,,Floris,Jan Claesz,Otter,M,,,,,,,"1486 Sch.; 1501 R.; 1505, 07, 10, 11, 13, 14, 16, 17, 19, 22, 23, 25, 26 B.",Sch. 1486-01-01|1486-12-31/1486-01-01|1486-12-31; R. 1501-01-01|1501-12-31/1501-01-01|1501-12-31; B. 1505-01-01|1505-12-31/1505-01-01|1505-12-31; B. 1507-01-01|1507-12-31/1507-01-01|1507-12-31; B. 1510-01-01|1510-12-31/1511-01-01|1511-12-31; B. 1513-01-01|1513-12-31/1514-01-01|1514-12-31; B. 1516-01-01|1516-12-31/1517-01-01|1517-12-31; B. 1519-01-01|1519-12-31/1519-01-01|1519-12-31; B. 1522-01-01|1522-12-31/1523-01-01|1523-12-31; B. 1525-01-01|1525-12-31/1526-01-01|1526-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
3424,,Hillebrant,Jansz,Otter,M,,,1514 - km. O.K. 1514-17,km. O.K. 1514-01-01|1514-12-31/1517-01-01|1517-12-31,,,"1502 Sch.; 1526 R.; 1521, 27, 29, 30 B.",Sch. 1502-01-01|1502-12-31/1502-01-01|1502-12-31; R. 1526-01-01|1526-12-31/1526-01-01|1526-12-31; B. 1521-01-01|1521-12-31/1521-01-01|1521-12-31; B. 1527-01-01|1527-12-31/1527-01-01|1527-12-31; B. 1529-01-01|1529-12-31/1530-01-01|1530-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
3425,,Pieter,,Otter   ,M,,,,,1748 - luit. W. LIII 1748-68,luit. W. LIII 1748-01-01|1748-12-31/1768-01-01|1768-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3426,,Pieter,,"Otter, Teunisz",M,,,,,1787 - kap. W. LII 1787-95,kap. W. LII 1787-01-01|1787-12-31/1795-01-01|1795-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3427,,A.,,Otterbein,M,,,,,1787 - luit. W. XXIX 1787-90,luit. W. XXIX 1787-01-01|1787-12-31/1790-01-01|1790-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3428,,Roelof ,van,Otterloo,M,,,,,1787 - luit. W. LVII 1787-95,luit. W. LVII 1787-01-01|1787-12-31/1795-01-01|1795-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3429,,Jan,,Otto Borrias,M,,,,,1787 - vaand. W. XLV 1787-95,vaand. W. XLV 1787-01-01|1787-12-31/1795-01-01|1795-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3430,,Harman,,Otz,M,,,,,overm. Hd 1546,overm. Hd 1546-01-01|1546-12-31/1546-01-01|1546-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3431,,Heyman,Jacobsz van der ,Ouder-Amstel,M,,,"1500 - OZHh 1500, 1501, 1502, 1503-1519.",OZHh 1500-01-01|1500-12-31/1519-01-01|1519-12-31,,,"1508 Sch.; 1525 R,; 1528 B.",Sch. 1508-01-01|1508-12-31/1508-01-01|1508-12-31; R. 1525-01-01|1525-12-31/1525-01-01|1525-12-31; B. 1528-01-01|1528-12-31/1528-01-01|1528-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
3432,,Josua,van,Ouderkerk,M,,,1755 - Gh 1755-1775,Gh 1755-01-01|1755-12-31/1775-01-01|1775-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3433,Mr.,Cornelis,van der,Oudermeulen Jr,M,,,,,,,1789 Sch.; 1790-95 R.,Sch. 1789-01-01|1789-12-31/1789-01-01|1789-12-31; R. 1790-01-01|1790-12-31/1795-01-01|1795-12-31,"459 - dl. 2, p. 1028 ",,1 januari 1760-27 juni 1828,1760-01-01,,,,1828-06-27,,,,,,,,,,,,,,,,,,
3434,Mr.,Gerrit,,Outgertsz,M,,,1521 - SJh 1521 ,SJh 1521-01-01|1521-12-31/1521-01-01|1521-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3435,,Isaac ,,Ouwerogh,M,,,1593 - km. N.K. 1593,km. N.K. 1593-01-01|1593-12-31/1593-01-01|1593-12-31,"1578 - luit. W. 9 1578, overm. Hd 1603",luit. W. IX 1578-01-01|1578-12-31/1578-01-01|1578-12-31; overm. Hd 1603-01-01|1603-12-31/1603-01-01|1603-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3436,,Jacob,Jansz,Ouwewater,M,,,1567 - Bwh 1567,Bwh 1567-01-01|1567-12-31/1567-01-01|1567-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3437,,Jan,van,Ouwewater,M,,,1557 - Bwh 1557-1562,Bwh 1557-01-01|1557-12-31/1562-01-01|1562-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3438,,Pieter,Claesz,Overlander,M,,,1605 - Bwh 1605-1612,Bwh 1605-01-01|1605-12-31/1612-01-01|1612-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3439,,Claes,,Overlander,M,,,,,"1579 - luit. W. X 1579, kap. W. X 1580",luit. W. X 1579-01-01|1579-12-31/1579-01-01|1579-12-31; kap. W. X 1580-01-01|1580-12-31/1580-01-01|1580-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3440,,Pieter,,Overlander,M,,,,,,,1677 C.,C. 1677-01-01|1677-12-31/1677-01-01|1677-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
3441,,Pieter,van,Oyen de jonge,M,,,,,1743 - luit. W. LV 1743-48,luit. W. LV 1743-01-01|1743-12-31/1748-01-01|1748-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3442,,Abraham,,Oyens,M,,,,,1748 - luit. W. LVI 1748-59,luit. W. LVI 1748-01-01|1748-12-31/1759-01-01|1759-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3443,,Hendrik Jan,,Paauw,M,,,,,1748 - kap. W. LIII 1748-76,kap. W. LIII 1748-01-01|1748-12-31/1776-01-01|1776-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444,,Jacob,,Paauw,M,,,,,"1751 - vaand. W. XXIII 1751-71, luit. W. XXIII 1771-75",vaand. W. XXIII 1751-01-01|1751-12-31/1771-01-01|1771-12-31; luit. W. XXIII 1771-01-01|1771-12-31/1775-01-01|1775-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3445,,Jan Andries,,Paauw,M,,,,,1768 - luit. W. LVII 1768-73,luit. W. LVII 1768-01-01|1768-12-31/1773-01-01|1773-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446,Mr.,Johan Mauritsz,van ,"Pabst, heer van Bingerden",M,,,,,,,1769 Sec.,Secr. 1769-01-01|1769-12-31/1769-01-01|1769-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
3447,,Egbert,Gerbrandsz,Paf Ruysch,M,,,,,,,1534 R.; 1536 Sch.; 1540 B.,R. 1534-01-01|1534-12-31/1534-01-01|1534-12-31; Sch. 1536-01-01|1536-12-31/1536-01-01|1536-12-31; B. 1540-01-01|1540-12-31/1540-01-01|1540-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
3448,,Christiaen,,Palm,M,,,,,"1717 - vaand. W. LV 1717-22, luit. W. LV 1722-42",vaand. W. LV 1717-01-01|1717-12-31/1722-01-01|1722-12-31; luit. W. LV 1722-01-01|1722-12-31/1742-01-01|1742-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3449,,Pieter,,Pama de Kempenaar,M,,,,,"1786 - kap. W. XLI 1786-87, 1795",kap. W. XLI 1786-01-01|1786-12-31/1787-01-01|1787-12-31; kap. W. XLI 1795-01-01|1795-12-31/1795-01-01|1795-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3450,,Jan,,Pams,M,,,,,1720 - luit. W. X 1720-25,luit. W. X 1720-01-01|1720-12-31/1725-01-01|1725-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451,Mr.,Gerbrand,,Pancras,M,,,1683-85 km. Nz.K. ,km. Nz.K. 1683-01-01|1683-12-31/1685-01-01|1685-12-31,"1683 - vaand. W. XXXVIII 1683-84, vaand. W. LVI 1684-85, luit. W. LVI 1685-86, kap. W. LVI 1686-1703",vaand. W. XXXVIII 1683-01-01|1683-12-31/1684-01-01|1684-12-31; vaand. W. LVI 1684-01-01|1684-12-31/1685-01-01|1685-12-31; luit. W. LVI 1685-01-01|1685-12-31/1686-01-01|1686-12-31; kap. W. LVI 1686-01-01|1686-12-31/1703-01-01|1703-12-31,"1685 C.; 1693 Sch.; 1708-16 R.; 1702, 05, 08, 10, 11, 14 B.",C. 1685-01-01|1685-12-31/1685-01-01|1685-12-31; Sch. 1693-01-01|1693-12-31/1693-01-01|1693-12-31; R. 1708-01-01|1708-12-31/1716-01-01|1716-12-31; B. 1702-01-01|1702-12-31/1702-01-01|1702-12-31; B. 1705-01-01|1705-12-31/1705-01-01|1705-12-31; B. 1708-01-01|1708-12-31/1708-01-01|1708-12-31; B. 1710-01-01|1710-12-31/1711-01-01|1711-12-31; B. 1714-01-01|1714-12-31/1714-01-01|1714-12-31,"282 - dl. 2, p. 686 ",,1658,1658-01-01/1658-12-31,,,1716,1716-01-01/1716-12-31,,,Agnes Hasselaer,Agnes Hasselaer (?),1696,1696,,,,,,,,,,,,Q57151774
3452,,Gerrit,,Pancras,M,,,"1522 - Lh 1522-1525 en weder 1527, 1528",Lh 1522-01-01|1522-12-31/1525-01-01|1525-12-31; Lh 1527-01-01|1527-12-31/1528-01-01|1528-12-31,,,1526 Sch.,Sch. 1526-01-01|1526-12-31/1526-01-01|1526-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
3453,,Michiel,,Pancras,M,,,,,"1650 - kap. W. XXXV 1650-53, kap. W. XXXI 1653",kap. W. XXXV 1650-01-01|1650-12-31/1653-01-01|1653-12-31; kap. W. XXXI 1653-01-01|1653-12-31/1653-01-01|1653-12-31,1648 C.; 1657 Sch.,C. 1648-01-01|1648-12-31/1648-01-01|1648-12-31; Sch. 1657-01-01|1657-12-31/1657-01-01|1657-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
3454,Mr.,Nicolaas,,Pancras,M,,,,,,,1722 C.; 1728 Sch.,C. 1722-01-01|1722-12-31/1722-01-01|1722-12-31; Sch. 1728-01-01|1728-12-31/1728-01-01|1728-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
3455,,Nicolaes,,Pancras,M,,,1645 - Gh 1645,Gh 1645-01-01|1645-12-31/1645-01-01|1645-12-31,"1647 - luit. W. IV 1647-50, kap. W. V 1650, kap. W. XXXII 1650-66, kol. 1666",luit. W. IV 1647-01-01|1647-12-31/1650-01-01|1650-12-31; kap. W. V 1650-01-01|1650-12-31/1650-01-01|1650-12-31; kap. W. XXXII 1650-01-01|1650-12-31/1666-01-01|1666-12-31; kol. ? 1666-01-01|1666-12-31/1666-01-01|1666-12-31,"1636-49 C.K.Z.; 1650-78 R.; 1650 Sch.; 1667, 69, 70, 74, 75 B.",C.K.Z. 1636-01-01|1636-12-31/1649-01-01|1649-12-31; R. 1650-01-01|1650-12-31/1678-01-01|1678-12-31; Sch. 1650-01-01|1650-12-31/1650-01-01|1650-12-31; B. 1667-01-01|1667-12-31/1667-01-01|1667-12-31; B. 1669-01-01|1669-12-31/1670-01-01|1670-12-31; B. 1674-01-01|1674-12-31/1675-01-01|1675-12-31,"161 - dl. 1, p. 467 ",,1622-2 november 1678,1622-01-01/1622-12-31,,,,1678-11-02,,,"Waert, Petronella de",Petronella de Waert (?),1645-7-4 (23),1645-7-4 (23),,,,,,,"f 700,- M/f564v + f 155,- O/f597 + f 25,- R/f605",,,,,Q57151783
3456,,Gerbrand,,Pancras Clifford,M,,,1765/6-67 km. Z.K.,km. Z.K. 1765-01-01|1765-12-31/1767-01-01|1767-12-31,1771 - kap. W. XXVIII 1771-79,kap. W. XXVIII 1771-01-01|1771-12-31/1779-01-01|1779-12-31,1767 C.; 1774 Sch.,C. 1767-01-01|1767-12-31/1767-01-01|1767-12-31; Sch. 1774-01-01|1774-12-31/1774-01-01|1774-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
3457,,Gerbrand,,"Pancras Michielsz, vrijheer van Westerdijkshorn ",M,,,1689 - Bwh 1689-1691,Bwh 1689-01-01|1689-12-31/1691-01-01|1691-12-31,"1688 - luit. W. LV 1688-92, kap. W. LVIII 1692-1707",luit. W. LV 1688-01-01|1688-12-31/1692-01-01|1692-12-31; kap. W. LVIII 1692-01-01|1692-12-31/1707-01-01|1707-12-31,"1691 Sch.; 1692-1721 R.; 1706-08 H.S.; 1709, 12, 15, 17, 18, 20, 21 B.",Sch. 1691-01-01|1691-12-31/1691-01-01|1691-12-31; R. 1692-01-01|1692-12-31/1721-01-01|1721-12-31; HSchout 1706-01-01|1706-12-31/1708-01-01|1708-12-31; B. 1709-01-01|1709-12-31/1709-01-01|1709-12-31; B. 1712-01-01|1712-12-31/1712-01-01|1712-12-31; B. 1715-01-01|1715-12-31/1715-01-01|1715-12-31; B. 1717-01-01|1717-12-31/1718-01-01|1718-12-31; B. 1720-01-01|1720-12-31/1721-01-01|1721-12-31,"251 - dl. 2, p. 627 ",,1658-26 augustus 1721,1658-01-01/1658-12-31,,,,1721-08-26,,,,,,,,,,,,,,,,,,Q57151769
3458,,Corn.,,Panser,M,,,1712 - Rh 1712-1727†,Rh 1712-01-01|1712-12-31/1727-01-01|1727-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3459,,Martinus,,Papenbroeck,M,,,,,"1670 - vaand. W. XIV 1670-74, luit. W. XIV 1674-76",vaand. W. XIV 1670-01-01|1670-12-31/1674-01-01|1674-12-31; luit. W. XIV 1674-01-01|1674-12-31/1676-01-01|1676-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3460,Mr.,Gerard,van ,Papenbroek,M,,,,,1728 - kap. W. IV 1728-44†,kap. W. IV 1728-01-01|1728-12-31/1744-01-01|1744-12-31,1710 Sch.,Sch. 1710-01-01|1710-12-31/1710-01-01|1710-12-31,,,,,,,,,,,,,,,,,,,,,,"04.500, db. 2, koets met 2 p, W34/6137",,,,
3461,,Gerrit,,Papenbroek,M,,,1655 - Rh 1655-1669,Rh 1655-01-01|1655-12-31/1669-01-01|1669-12-31,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,
3462,,Philips,,Papenbroek,M,,,,,1672 - luit. W. XX 1672-73,luit. W. XX 1672-01-01|1672-12-31/1673-01-01|1673-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3463,,Claes,Jacobsz,Paradis,M,,,1514 - Lh 1514; OZHh 1522-1526; Bwh 1529-1539,Lh 1514-01-01|1514-12-31/1514-01-01|1514-12-31; OZHh 1522-01-01|1522-12-31/1526-01-01|1526-12-31; Bwh 1529-01-01|1529-12-31/1539-01-01|1539-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3464,,Daniël,,Parmenter,M,,,,,"1729 - vaand. W. LIV 1729-34, luit. W. LIV 1734-47†",vaand. W. LIV 1729-01-01|1729-12-31/1734-01-01|1734-12-31; luit. W. LIV 1734-01-01|1734-12-31/1747-01-01|1747-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3465,,Daniel,,Parvé,M,,,1745-72 km. No.K.,km. No.K. 1745-01-01|1745-12-31/1772-01-01|1772-12-31,1712 - vaand. W. XXXIV 1712-17,vaand. W. XXXIV 1712-01-01|1712-12-31/1717-01-01|1717-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3466,,Abraham ,,Pas,M,,,,,1765 - vaand. W. IX 1765-71,vaand. W. IX 1765-01-01|1765-12-31/1771-01-01|1771-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3467,,Dirck,,Pas,M,,,,,1718 - vaand. W. V 1718-41x,vaand. W. V 1718-01-01|1718-12-31/1741-01-01|1741-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3468,,Dirck ,Meynertsz,Pater,M,,,"1567 - Gh 1567-1571, en weder 1573-1576",Gh 1567-01-01|1567-12-31/1571-01-01|1571-12-31; Gh 1573-01-01|1573-12-31/1576-01-01|1576-12-31,,,1566 Sch.; 1567 R.,Sch. 1566-01-01|1566-12-31/1566-01-01|1566-12-31; R. 1567-01-01|1567-12-31/1567-01-01|1567-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
3469,,Willem ,,Paterson,M,,,,,"1710 - vaand. W. V 1710-18, luit. W. V 1717-48",vaand. W. V 1710-01-01|1710-12-31/1718-01-01|1718-12-31; luit. W. V 1717-01-01|1717-12-31/1748-01-01|1748-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3470,,Pieter,Adriaensz,Pauw,M,,,"1582 - OZHh 1582-1583, 1585",OZHh 1582-01-01|1582-12-31/1583-01-01|1583-12-31; OZHh 1585-01-01|1585-12-31/1585-01-01|1585-12-31,"1578 Vb, 1589-1611 Rentmstr der Vroonen te Alkmaar",? Vd 1578-01-01|1578-12-31/1578-01-01|1578-12-31,1586-90 R.; 1586 Sch.; 1588 Th.E.,R. 1586-01-01|1586-12-31/1590-01-01|1590-12-31; Sch. 1586-01-01|1586-12-31/1586-01-01|1586-12-31; Th.E. 1588-01-01|1588-12-31/1588-01-01|1588-12-31,"052 - dl. 1, p. 161 ",,"1552-Alkmaar, 31 maart 1611",1552-01-01/1552-12-31,,,-30 maart 1617,1611-03-31/1617-03-30,Alkmaar,,,,,,,OZ Ooster Voorburgwal,,zeepzieder,025 (p. 71),,,,,,,
3471,,Michiel,Reiniersz,Pauw,M,,,1616 km. N.K.,km. N.K. 1616-01-01|1616-12-31/1616-01-01|1616-12-31,,,1617 C.; 1622 Sch.,C. 1617-01-01|1617-12-31/1617-01-01|1617-12-31; Sch. 1622-01-01|1622-12-31/1622-01-01|1622-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
3472,,Adriaen,,Pauw,M,,,,,"1566 - kap. 1566, 1567",kap. ? 1566-01-01|1566-12-31/1567-01-01|1567-12-31,1578 R.; 1578 Sch.,R. 1578-01-01|1578-12-31/1578-01-01|1578-12-31; Sch. 1578-01-01|1578-12-31/1578-01-01|1578-12-31,"005 - dl. 1, p. 10 ",,"Gouda, 13 januari 1516-Amsterdam, 8 oktober 1578",1516-01-13,Gouda,,,1578-10-08,Amsterdam,,,,,,,,,graankoopman,,,,,,,,Q367807
3473,Dr.,Adriaen,,Pauw,M,,,,,,,1611 Pens.,Pens. 1611-01-01|1611-12-31/1611-01-01|1611-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
3474,,Cornelis,,Pauw,M,,,,,1715 - luit. W. XXX 1715-37,luit. W. XXX 1715-01-01|1715-12-31/1737-01-01|1737-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3475,Dr.,Isaac ,,Pauw,M,,,,,1650 - kap. W. XXXIV 1650-53,kap. W. XXXIV 1650-01-01|1650-12-31/1653-01-01|1653-12-31,1646 C.; 1647 Sch.,C. 1646-01-01|1646-12-31/1646-01-01|1646-12-31; Sch. 1647-01-01|1647-12-31/1647-01-01|1647-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
3476,,Jacob,,Pauw,M,,,,,1713 - luit. W. XXIII 1713-26,luit. W. XXIII 1713-01-01|1713-12-31/1726-01-01|1726-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3477,,Pieter,,Pauw,M,,,,,1713 - vaand. W. XXIII 1713-17,vaand. W. XXIII 1713-01-01|1713-12-31/1717-01-01|1717-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3478,Dr.,Reynier,,Pauw,M,,,,,,,1618 Sch.,Sch. 1618-01-01|1618-12-31/1618-01-01|1618-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,
3479,,Jacob,,Pekstok,M,,,,,1748 - luit. W. XXXVII 1748-58,luit. W. XXXVII 1748-01-01|1748-12-31/1758-01-01|1758-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3480,,Jacob,in de ,Pellegrim,M,,,1509 - OZHh 1509-1511,OZHh 1509-01-01|1509-12-31/1511-01-01|1511-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3481,,Pieter,,Pellicorne,M,,,1673-1711† km. Z.K.,km. Z.K. 1673-01-01|1673-12-31/1711-01-01|1711-12-31,"1670 - luit. W. XIV 1670-74, kap. W. XIV 1674-81, kap. W. XLV 1681-84, kap. W. XIV 1684-86",luit. W. XIV 1670-01-01|1670-12-31/1674-01-01|1674-12-31; kap. W. XIV 1674-01-01|1674-12-31/1681-01-01|1681-12-31; kap. W. XLV 1681-01-01|1681-12-31/1684-01-01|1684-12-31; kap. W. XIV 1684-01-01|1684-12-31/1686-01-01|1686-12-31,,,,,,,,,1711,1711-01-01/1711-12-31,,,,,,,,,,,,,"070.000 - f350,- W13/f115v",,,,,
